crashid,date,hour,day,city_section,highwayid,milepost,lat,lon,road_type,road_desc,street_name,isect_num,lane_quantity,crash_severity,volume,speed,weather1,weather2,precip,temp,wind,cloud,visibility,road_cond,light_cond
1673004,2016-07-13,18:00:00,WEDNESDAY,Portland SW,1,300,45.502144,-122.674364,MN,STRGHT,SB EX HOOD AVE C2,9493,2,INJ,664.00,8.00,Clear,CLR,0,75.56,4.92,0.01,9,DRY,DAY
1673050,2016-01-02,15:00:00,SATURDAY,Portland N,1,308,45.616247,-122.676564,MN,BRIDGE,PACIFIC HY I-5,9458,3,PDO,935.00,17.33,Clear,CLR,0,33.24,7.65,0,9,ICE,DAY
1673107,2016-07-16,16:00:00,SATURDAY,Portland Bridges,1,300.5,45.508219,-122.668672,MN,BRIDGE,MARQUAM BRIDGE,9452,5,INJ,256.00,61.67,Mostly Cloudy,CLR,0,72.69,4.03,0.75,9,DRY,DAY
1673134,2016-07-16,16:00:00,SATURDAY,Portland N,1,305,45.572872,-122.678744,MN,STRGHT,PACIFIC HY I-5,9420,6,INJ,1137.00,52.50,Mostly Cloudy,CLR,0,72.69,4.03,0.75,9,DRY,DAY
1673208,2016-07-14,10:00:00,THURSDAY,Portland SW,1,299.5,45.500286,-122.673706,MN,STRGHT,SB EF MARQUAM BR,9496,2,INJ,1260.00,43.33,Clear,CLR,0,64.05,2.47,0.16,9,DRY,DAY
1673848,2016-07-23,10:00:00,SATURDAY,Portland Bridges,1,300.5,45.507753,-122.669481,MN,BRIDGE,MARQUAM BRIDGE,9452,3,INJ,229.00,60.33,Overcast,CLR,0,64.77,1.28,1,9,DRY,DAY
1674124,2016-07-29,15:00:00,FRIDAY,Portland N,1,307,45.597258,-122.684622,MN,STRGHT,PACIFIC HY I-5,609,6,INJ,480.00,8.00,Clear,CLR,0,88.89,3.28,0,9,DRY,DAY
1674228,2016-08-01,19:00:00,MONDAY,Portland N,1,308,45.611125,-122.678417,CN,CURVE,NB EF JANTZN BCH C2,322,2,INJ,963.00,26.67,Clear,CLR,0,75.92,6.03,0,9,DRY,DAY
1674304,2016-08-01,15:00:00,MONDAY,Portland N,1,304,45.556075,-122.678708,MN,STRGHT,PACIFIC HY I-5,9425,6,INJ,517.00,9.00,Clear,CLR,0,75.22,3.08,0,9,DRY,DAY
1674353,2016-08-01,22:00:00,MONDAY,Portland SE,1,301.5,45.520281,-122.666078,MN,STRGHT,PACIFIC HY I-5,9439,6,INJ,269.00,55.50,Clear,CLR,0,66.22,6.93,0,9,DRY,DLIT
1674479,2016-07-28,19:00:00,THURSDAY,Portland NE,1,302.5,45.534142,-122.666292,MN,CURVE,PACIFIC HY I-5,9435,6,INJ,1031.00,52.50,Clear,CLR,0,89.64,4.04,0,9,DRY,DAY
1674729,2016-08-04,19:00:00,THURSDAY,Portland NE,1,302,45.531369,-122.665347,MN,STRGHT,PACIFIC HY I-5,9435,6,INJ,861.00,47.50,Clear,CLR,0,84.95,4.43,0,9,DRY,DAY
1674843,2016-08-10,17:00:00,WEDNESDAY,Portland Bridges,1,300.5,45.507003,-122.670775,MN,INTER,MARQUAM BRIDGE,9452,,INJ,263.00,56.33,Clear,CLR,0,76.11,6.93,0.21,9,DRY,DAY
1674861,2016-08-10,00:00:00,WEDNESDAY,Portland NE,1,302.5,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,,INJ,269.00,57.00,Clear,CLR,0,62.26,0.41,0.24,9,DRY,DAY
1675034,2016-08-02,07:00:00,TUESDAY,Portland N,1,307.5,45.607044,-122.6819,MN,STRGHT,PACIFIC HY I-5,9902,7,INJ,687.00,60.33,Overcast,CLD,0,60.63,0.91,0.88,9,DRY,DAY
1675058,2016-08-02,15:00:00,TUESDAY,Portland N,1,305,45.573064,-122.678742,MN,STRGHT,PACIFIC HY I-5,9420,8,INJ,821.00,16.00,Mostly Cloudy,CLR,0,72.5,2.92,0.75,9,DRY,DAY
1675192,2016-09-02,16:00:00,FRIDAY,Portland N,1,305,45.572211,-122.678744,MN,STRGHT,PACIFIC HY I-5,9420,8,INJ,753.00,10.00,Light Rain,CLR,0.0555,63.16,0.98,1,9,DRY,DAY
1675290,2016-09-03,14:00:00,SATURDAY,Portland N,1,302.5,45.537758,-122.669192,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,1538.00,32.50,Mostly Cloudy,CLR,0,65.85,2.01,0.81,9,DRY,DAY
1675301,2016-08-13,14:00:00,SATURDAY,Portland NE,1,302.5,45.534531,-122.666553,MN,STRGHT,PACIFIC HY I-5,9435,6,INJ,1068.00,51.50,Clear,CLR,0,89.99,1.68,0.09,9,DRY,DAY
1675616,2016-09-06,18:00:00,TUESDAY,Portland Bridges,1,300.5,45.507003,-122.670775,MN,INTER,MARQUAM BRIDGE,9452,,INJ,283.00,60.67,Overcast,CLR,0,67.3,0.72,0.97,9,DRY,DAY
1675623,2016-09-06,14:00:00,TUESDAY,Portland NE,1,302.5,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,,INJ,1616.00,34.00,Overcast,CLR,0,63.69,0.91,1,9,DRY,DAY
1675643,2016-09-06,07:00:00,TUESDAY,Portland N,1,302.5,45.546422,-122.682622,CN,INTER,N GREELEY AVE,9455,,INJ,1533.00,37.00,Light Rain,RAIN,0.0446,56.31,0.53,1,7,WET,DAY
1675656,2016-09-06,17:00:00,TUESDAY,Portland SW,1,300,45.501858,-122.674267,MN,STRGHT,SB EF MARQUAM BR,9496,4,INJ,823.00,9.00,Overcast,CLR,0,67.47,2.92,1,9,DRY,DAY
1675919,2016-08-18,09:00:00,THURSDAY,Portland N,1,308,45.617689,-122.675719,MN,BRIDGE,PACIFIC HY I-5,9458,3,INJ,953.00,54.33,Clear,CLR,0,66.76,1.41,0,9,DRY,DAY
1675965,2016-08-15,14:00:00,MONDAY,Portland Bridges,1,300.5,45.509092,-122.667256,MN,BRIDGE,MARQUAM BRIDGE,9453,3,INJ,281.00,57.00,Clear,CLR,0,79.34,4.92,0,9,DRY,DAY
1676064,2016-08-21,11:00:00,SUNDAY,Portland N,1,302.5,45.535781,-122.667547,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,1395.00,51.00,Clear,CLR,0,69.23,1.59,0.26,9,DRY,DAY
1676086,2016-09-23,00:00:00,FRIDAY,Portland SE,1,300.5,45.512256,-122.667314,CN,BRIDGE,NB EXTO BANFIELD C1,302,2,INJ,78.00,61.00,Mostly Cloudy,CLR,0,54.27,0.37,0.72,9,DRY,DAY
1676088,2016-09-23,16:00:00,FRIDAY,Portland N,1,302.5,45.538608,-122.669936,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,1131.00,53.50,Overcast,CLR,0,60.99,2.62,1,9,DRY,DAY
1676090,2016-09-23,10:00:00,FRIDAY,Portland SE,1,301,45.519494,-122.665922,CN,BRIDGE,NB EF MORRISN BR C3,9451,1,INJ,927.00,39.50,Overcast,UNK,0.0005,57.22,4.92,1,9,UNK,DAY
1676307,2016-09-28,17:00:00,WEDNESDAY,Portland Bridges,1,300.5,45.507753,-122.669481,MN,BRIDGE,MARQUAM BRIDGE,9551,6,INJ,476.00,57.33,Clear,CLR,0,72.88,6.03,0,9,DRY,DAY
1676501,2016-08-24,00:00:00,WEDNESDAY,Portland N,1,307,45.594836,-122.683206,CN,INTER,VICTORY BLVD,9412,,INJ,216.00,30.50,Clear,CLR,0,68.36,0.87,0,9,DRY,DAY
1676720,2016-09-25,20:00:00,SUNDAY,Portland SE,1,300.5,45.511839,-122.667153,CN,BRIDGE,NB EXTO BANFIELD C1,302,2,INJ,403.00,60.33,Clear,CLR,0,72.73,1.13,0,9,DRY,DLIT
1676878,2016-08-27,17:00:00,SATURDAY,Portland N,1,307,45.596583,-122.683992,CN,STRGHT,N VICTORY BLVD,747,1,INJ,731.00,8.00,Mostly Cloudy,CLR,0,78.89,4.12,0.62,9,DRY,DAY
1676891,2016-08-27,22:00:00,SATURDAY,Portland N,1,302.5,45.536769,-122.668367,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,1204.00,52.50,Clear,CLR,0,64.24,1.1,0.16,9,DRY,DLIT
1677057,2016-08-28,13:00:00,SUNDAY,Portland NE,1,302,45.529536,-122.665364,MN,STRGHT,PACIFIC HY I-5,9436,6,INJ,1013.00,45.50,Clear,CLR,0,74.84,2.92,0,9,DRY,DAY
1677078,2016-09-13,13:00:00,TUESDAY,Portland SE,1,302,45.519153,-122.666481,CN,INTER,SB EX BELMONT ST C2,9448,,INJ,1007.00,38.00,Clear,CLR,0,74.67,8.96,0,9,DRY,DAY
1677571,2016-08-30,18:00:00,TUESDAY,Portland Bridges,1,300.5,45.507283,-122.670289,MN,BRIDGE,MARQUAM BRIDGE,9452,4,INJ,251.00,53.33,Clear,CLR,0,71.25,4.92,0.13,9,DRY,DAY
1677586,2016-08-30,15:00:00,TUESDAY,Portland SW,1,300,45.502433,-122.674442,MN,STRGHT,SB EF MARQUAM BR,9496,2,INJ,761.00,10.50,Mostly Cloudy,CLR,0,68.19,0.91,0.75,9,DRY,DAY
1677634,2016-09-14,11:00:00,WEDNESDAY,Portland N,1,308,45.613597,-122.68115,CN,INTER,N HAYDEN ISLAND DR,9456,,INJ,1022.00,51.33,Clear,CLR,0,64.24,4.92,0,9,DRY,DAY
1677730,2016-08-31,08:00:00,WEDNESDAY,Portland N,1,307.5,45.606222,-122.682217,MN,STRGHT,PACIFIC HY I-5,9902,8,INJ,845.00,61.00,Overcast,CLR,0.0002,61.35,0.47,1,9,DRY,DAY
1678023,2016-10-05,00:00:00,WEDNESDAY,Portland N,1,302.5,45.539094,-122.670336,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,95.00,57.00,Overcast,RAIN,0,54.48,2.79,1,9,WET,DAY
1678052,2016-10-09,18:00:00,SUNDAY,Portland NE,1,302,45.529114,-122.665369,MN,STRGHT,PACIFIC HY I-5,9436,6,INJ,904.00,35.00,Light Rain,RAIN,0.0432,52.9,1.27,1,4,WET,DAY
1678083,2016-09-17,19:00:00,SATURDAY,Portland N,1,304,45.555606,-122.677497,CN,CURVE,NB EF GOING ST C2,1581,3,INJ,737.00,51.50,Possible Light Rain,RAIN,0.0231,62.07,0.63,1,4,WET,DUSK
1678084,2016-10-04,06:00:00,TUESDAY,Portland SE,1,302,45.519539,-122.666561,CN,BRIDGE,SB EXTO MORRSN BR C7,9446,2,INJ,1272.00,47.00,Possible Drizzle,CLD,0.0039,54.87,1.13,1,9,WET,DLIT
1678455,2016-10-08,22:00:00,SATURDAY,Portland N,1,305,45.568367,-122.678683,MN,STRGHT,PACIFIC HY I-5,9421,6,INJ,986.00,51.50,Drizzle,RAIN,0.0084,62.37,1.13,1,7,WET,DLIT
1678722,2016-10-12,08:00:00,WEDNESDAY,Portland NE,1,302,45.528903,-122.665375,MN,STRGHT,PACIFIC HY I-5,9436,6,INJ,1118.00,49.00,Clear,CLR,0,44.81,1.07,0.09,9,DRY,DAY
1678933,2016-10-13,05:00:00,THURSDAY,Portland N,1,303.5,45.549078,-122.678753,MN,STRGHT,PACIFIC HY I-5,9430,8,INJ,485.00,59.00,Light Rain,RAIN,0.0466,52.53,1.22,1,7,WET,DLIT
1679004,2016-10-11,06:00:00,TUESDAY,Portland SW,1,300,45.502289,-122.674406,MN,STRGHT,SB EF MARQUAM BR,9496,2,INJ,1242.00,49.00,Overcast,FOG,0,46.07,0.59,0.95,6,DRY,DAWN
1679432,2016-06-12,16:00:00,SUNDAY,Portland Bridges,1,300.5,45.509092,-122.667256,MN,BRIDGE,MARQUAM BRIDGE,9453,3,INJ,75.00,55.67,Clear,CLR,0,71.8,6.03,0.01,9,DRY,DAY
1679866,2016-10-18,17:00:00,TUESDAY,Portland N,1,304.5,45.566975,-122.678706,MN,STRGHT,PACIFIC HY I-5,9421,6,INJ,778.00,14.00,Overcast,CLR,0.0004,57.76,1.68,0.89,9,DRY,DAY
1680104,2016-10-20,09:00:00,THURSDAY,Portland N,1,305,45.570978,-122.678722,MN,STRGHT,PACIFIC HY I-5,9420,4,INJ,893.00,51.00,Overcast,RAIN,0.001,58.7,10.96,1,9,WET,DAY
1680129,2016-10-20,16:00:00,THURSDAY,Portland N,1,303.5,45.549503,-122.678753,MN,STRGHT,PACIFIC HY I-5,9430,8,INJ,795.00,13.00,Possible Drizzle,CLR,0.0068,61.35,0.43,0.77,9,UNK,DAY
1680182,2016-10-22,05:00:00,SATURDAY,Portland N,1,305.5,45.577225,-122.6775,CN,INTER,N LOMBARD ST,9415,,INJ,223.00,63.00,Mostly Cloudy,CLD,0,49.66,0.16,0.86,2,WET,DLIT
1680288,2016-10-23,14:00:00,SUNDAY,Portland NE,1,302,45.529114,-122.665369,MN,STRGHT,PACIFIC HY I-5,9436,6,INJ,1107.00,30.50,Overcast,CLR,0,60.99,6.03,0.96,9,DRY,DAY
1680317,2016-10-25,07:00:00,TUESDAY,Portland N,1,304,45.558158,-122.678689,MN,STRGHT,PACIFIC HY I-5,9425,4,INJ,1020.00,55.00,Overcast,CLR,0.0003,53.98,1.23,0.88,9,WET,DARK
1680378,2016-10-25,22:00:00,TUESDAY,Portland Bridges,1,300.5,45.507844,-122.669319,MN,BRIDGE,MARQUAM BRIDGE,9452,3,INJ,171.00,60.33,Mostly Cloudy,CLD,0,56.86,2.92,0.76,9,DRY,DLIT
1680736,2016-12-13,11:00:00,TUESDAY,Portland N,1,305,45.573064,-122.678742,MN,STRGHT,PACIFIC HY I-5,9420,8,INJ,1354.00,50.00,Partly Cloudy,CLR,0,39.4,4.92,0.48,9,DRY,DAY
1680759,2016-06-08,09:00:00,WEDNESDAY,Portland N,1,307,45.599164,-122.684297,MN,STRGHT,PACIFIC HY I-5,609,8,INJ,550.00,31.50,Mostly Cloudy,CLR,0,61.53,2.91,0.63,9,DRY,DAY
1680848,2016-11-02,07:00:00,WEDNESDAY,Portland SW,1,299.5,45.490114,-122.675353,MN,STRGHT,PACIFIC HY I-5,9481,6,INJ,1196.00,34.00,Overcast,CLR,0.0008,52.9,0.91,1,9,DRY,DAWN
1680893,2016-11-05,11:00:00,SATURDAY,Portland NE,1,302.5,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,,INJ,0.00,,Light Rain,RAIN,0.0181,55.42,1.13,1,4,WET,DAY
1680936,2016-11-07,16:00:00,MONDAY,Portland SE,1,300.5,45.508781,-122.6677,MN,BRIDGE,MARQUAM BRIDGE,9452,6,INJ,386.00,57.00,Clear,CLR,0,64.05,8.96,0.03,9,DRY,DAY
1681012,2016-11-06,13:00:00,SUNDAY,Portland N,1,308,45.613628,-122.678111,MN,BRIDGE,PACIFIC HY I-5,9458,6,INJ,1178.00,23.33,Overcast,CLR,0,60.99,6.03,1,9,DRY,DAY
1681033,2016-11-03,16:00:00,THURSDAY,Portland N,1,302.5,45.539336,-122.670536,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,821.00,19.50,Clear,CLR,0,63.87,4.03,0,9,DRY,DAY
1681054,2016-11-06,14:00:00,SUNDAY,Portland N,1,307,45.595022,-122.684564,CN,INTER,N VICTORY BLVD,9411,,INJ,808.00,32.50,Overcast,CLR,0,61.53,0.97,0.96,9,DRY,DAY
1681066,2016-11-08,08:00:00,TUESDAY,Portland N,1,303.5,45.549078,-122.678753,MN,STRGHT,PACIFIC HY I-5,9430,8,INJ,659.00,61.50,Clear,CLR,0,52,4.03,0.1,9,DRY,DAWN
1681102,2016-11-04,10:00:00,FRIDAY,Portland SE,1,301,45.515817,-122.665833,CN,INTER,WATER AVE,9443,,INJ,879.00,45.00,Partly Cloudy,CLR,0,53.25,4.92,0.32,3,DRY,DAY
1681425,2016-11-11,13:00:00,FRIDAY,Portland SW,1,299.5,45.492203,-122.674022,MN,STRGHT,PACIFIC HY I-5,9481,6,INJ,1428.00,53.00,Partly Cloudy,CLR,0,59.55,4.03,0.4,9,DRY,DAY
1681476,2016-11-13,09:00:00,SUNDAY,Portland N,1,302.5,45.535533,-122.667342,MN,STRGHT,PACIFIC HY I-5,9432,4,INJ,931.00,54.00,Drizzle,RAIN,0.0049,50.56,1.7,1,9,WET,DAY
1681505,2016-11-12,12:00:00,SATURDAY,Portland SE,1,301.5,45.520064,-122.665569,CN,STRGHT,NB EXTO BANFIELD C1,9503,2,INJ,876.00,55.50,Mostly Cloudy,RAIN,0.0016,61.35,6.03,0.76,9,WET,DLIT
1681679,2016-11-16,10:00:00,WEDNESDAY,Portland N,1,304.5,45.566686,-122.678708,MN,STRGHT,PACIFIC HY I-5,9421,6,INJ,1144.00,57.00,Overcast,RAIN,0,46.6,2.72,1,9,WET,DAY
1681735,2016-10-31,14:00:00,MONDAY,Portland N,1,302.5,45.536894,-122.668469,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,1486.00,39.00,Possible Drizzle,UNK,0.0044,55.77,2.92,1,9,UNK,DAY
1681862,2016-11-14,17:00:00,MONDAY,Portland SE,1,301,45.516994,-122.667236,MN,STRGHT,PACIFIC HY I-5,9439,6,INJ,692.00,25.50,Light Rain,RAIN,0.025,54.51,1.32,1,2,WET,DLIT
1681927,2016-11-14,11:00:00,MONDAY,Portland NE,1,302,45.529325,-122.665367,MN,STRGHT,PACIFIC HY I-5,9436,6,INJ,1013.00,41.50,Drizzle,RAIN,0.0135,55.23,1.37,1,9,WET,DAY
1682063,2016-10-29,00:00:00,SATURDAY,Portland N,1,308,45.613367,-122.678267,MN,BRIDGE,PACIFIC HY I-5,9458,3,INJ,380.00,59.67,Clear,UNK,0,57.26,8.96,0.08,9,UNK,DAY
1682188,2016-11-22,15:00:00,TUESDAY,Portland NE,1,302.5,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,,INJ,1075.00,37.50,Light Rain,RAIN,0.0329,50.56,2.92,1,6,WET,DAY
1682196,2016-11-22,16:00:00,TUESDAY,Portland N,1,307.5,45.609531,-122.680386,MN,STRGHT,PACIFIC HY I-5,9459,8,INJ,829.00,15.33,Rain,RAIN,0.1044,48.75,4.03,1,5,WET,DUSK
1682205,2016-11-17,14:00:00,THURSDAY,Portland SW,1,299.5,45.497369,-122.673486,MN,STRGHT,PACIFIC HY I-5,9493,6,INJ,1174.00,38.00,Mostly Cloudy,CLR,0,52.53,1.77,0.87,9,DRY,DAY
1682248,2016-11-21,15:00:00,MONDAY,Portland NE,1,302,45.528903,-122.665375,MN,BRIDGE,PACIFIC HY I-5,9436,6,INJ,957.00,51.50,Mostly Cloudy,CLR,0,55.59,4.92,0.75,9,DRY,DAY
1682331,2016-12-03,08:00:00,SATURDAY,Portland NE,1,302.5,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,,INJ,869.00,57.00,Possible Drizzle,CLR,0.0021,45,1.04,1,9,DRY,DAY
1682343,2016-12-01,17:00:00,THURSDAY,Portland N,1,307.5,45.605267,-122.682503,MN,STRGHT,PACIFIC HY I-5,9902,6,INJ,1036.00,15.67,Overcast,RAIN,0,45.16,2.92,1,9,WET,DLIT
1682386,2016-12-01,19:00:00,THURSDAY,Portland N,1,302.5,45.538853,-122.670136,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,813.00,43.50,Overcast,CLR,0,45.11,2.92,1,9,DRY,DLIT
1682438,2016-11-23,11:00:00,WEDNESDAY,Portland N,1,302.5,45.5397,-122.670836,MN,STRGHT,PACIFIC HY I-5,9432,8,INJ,1115.00,34.00,Light Rain,RAIN,0.0259,46.07,4.32,1,9,WET,DAY
1682521,2016-11-23,21:00:00,WEDNESDAY,Portland N,1,307.5,45.606364,-122.682178,MN,BRIDGE,PACIFIC HY I-5,9902,8,INJ,425.00,59.00,Overcast,RAIN,0.0003,47.04,4.92,1,9,WET,DLIT
1682877,2016-11-29,18:00:00,TUESDAY,Portland SE,1,301.5,45.521,-122.66585,MN,STRGHT,PACIFIC HY I-5,9439,6,INJ,353.00,52.50,Clear,RAIN,0,45.42,0.57,0.17,9,WET,DUSK
1682881,2016-12-07,17:00:00,WEDNESDAY,Portland Bridges,1,300.5,45.509206,-122.667119,MN,BRIDGE,MARQUAM BRIDGE,9551,3,INJ,386.00,29.33,Clear,CLR,0,34.58,7.07,0,9,DRY,DLIT
1682944,2016-11-25,14:00:00,FRIDAY,Portland N,1,304,45.556372,-122.678703,MN,STRGHT,PACIFIC HY I-5,9425,6,INJ,973.00,54.50,Overcast,UNK,0.0003,51.44,0.91,1,9,UNK,DAY
1683140,2016-01-12,14:00:00,TUESDAY,Portland N,1,306,45.586989,-122.679461,CN,CURVE,NB EX COL BLVD C1,9413,1,INJ,1145.00,42.00,Light Rain,RAIN,0.0486,42.27,4.07,1,5,WET,DAY
1683202,2016-12-13,11:00:00,TUESDAY,Portland SE,1,301.5,45.521822,-122.665131,CN,STRGHT,NB EXTO BANFIELD C1,9503,2,INJ,909.00,34.00,Partly Cloudy,CLR,0,39.4,4.92,0.48,9,DRY,DAY
1683342,2016-01-15,05:00:00,FRIDAY,Portland N,1,305,45.573064,-122.678742,MN,STRGHT,PACIFIC HY I-5,9420,4,INJ,542.00,56.50,Overcast,RAIN,0.001,42.29,0.92,0.89,9,WET,DLIT
1683426,2016-12-19,15:00:00,MONDAY,Portland N,1,305,45.570703,-122.678717,MN,STRGHT,PACIFIC HY I-5,9420,6,INJ,829.00,12.50,Mostly Cloudy,CLR,0.0012,47.14,6.03,0.86,9,DRY,DAY
1683429,2016-12-16,20:00:00,FRIDAY,Portland Bridges,1,301,45.517492,-122.668361,CN,BRIDGE,MORRISON BRIDGE,9449,3,INJ,358.00,49.00,Mostly Cloudy,CLD,0,30.41,4.03,0.63,9,ICE,DLIT
1683453,2016-12-14,17:00:00,WEDNESDAY,Portland N,1,303.5,45.554933,-122.678919,CN,STRGHT,SB EF GOING ST C4,322,1,INJ,212.00,24.50,Foggy,SNOW,0,27.17,12.07,1,1,ICE,DLIT
1683617,2016-12-22,14:00:00,THURSDAY,Portland NE,1,302,45.529114,-122.665369,MN,STRGHT,PACIFIC HY I-5,9436,6,INJ,1361.00,35.50,Overcast,CLR,0,37.77,1.18,1,9,DRY,DAY
1683621,2016-12-11,13:00:00,SUNDAY,Portland N,1,302.5,45.540183,-122.671244,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,1428.00,49.00,Possible Drizzle,CLR,0.0106,45.16,8.96,0.85,9,WET,DAY
1683632,2016-12-11,11:00:00,SUNDAY,Portland N,1,302.5,45.535656,-122.667444,MN,STRGHT,PACIFIC HY I-5,9432,6,INJ,1353.00,50.50,Drizzle,RAIN,0.0094,44.24,4.03,0.89,9,WET,DAY
1684030,2016-12-26,08:00:00,MONDAY,Portland SE,1,301.5,45.519906,-122.665836,CN,STRGHT,NB EF MORRISN BR C3,9451,4,INJ,332.00,57.50,Partly Cloudy,CLR,0,32.38,0.91,0.48,8,DRY,DAY
1684031,2016-10-01,20:00:00,SATURDAY,Portland N,1,308,45.615067,-122.677256,MN,BRIDGE,PACIFIC HY I-5,9458,6,INJ,911.00,52.67,Possible Drizzle,RAIN,0.0019,54.59,2.92,0.86,9,WET,DLIT
1684041,2016-12-28,18:00:00,WEDNESDAY,Portland NE,1,302,45.529114,-122.665369,MN,STRGHT,PACIFIC HY I-5,9436,6,INJ,640.00,47.50,Mostly Cloudy,CLR,0,40.02,0.51,0.79,6,DRY,DLIT
1684168,2016-10-19,14:00:00,WEDNESDAY,Portland N,1,308,45.614675,-122.677489,MN,BRIDGE,PACIFIC HY I-5,9458,3,INJ,1200.00,38.00,Mostly Cloudy,CLR,0,58.11,4.92,0.62,9,UNK,DAY
